grand_prix,session_type,driver_name,timestamp,message_text
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:25:25.528000Z,"Some more. 17.2, Lewis."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:26:04.696000Z,Easier entry turn 12.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:26:07.298000Z,12 for better exit.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:26:18.200000Z,Switch position red.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:26:41.432000Z,"Franco, you've got a bit too much balance in the car."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:26:49.816000Z,Copy. Let me know how many clicks to remove.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:27:22.392000Z,Diff entry plus one.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:28:00.322000Z,"Hamilton, 17.3."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:29:15.842000Z,"Lewis, 17.1."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:29:57.698000Z,P5. Position 4. Green.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:29:58.381000Z,"Position 4, green 5, position 4 for..."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:30:00.728000Z,I have thought for better.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:30:01.560000Z,For better defects.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:30:31.895000Z,Tyre phase update.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:30:32.983000Z,"Today's update, Lewis 17-1."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:31:49.847000Z,"Hamilton, 17-3."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:33:06.433000Z,Losing time. Exit turn six.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:33:08.332000Z,"Turn 6, Hamilton 17-4."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:33:48.289000Z,"Man, first strike."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:34:23.873000Z,This is a good lap.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:34:24.897000Z,This is a good lap. Hamilton 17.8.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:35:40.887000Z,And this is good again.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:35:42.103000Z,This is good again. Hamilton 17-7.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:36:59.671000Z,"Hamilton, 18-0."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:38:17.431000Z,Hamilton 18-2.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:38:25.623000Z,And pin this lap.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:38:36.801000Z,17.3.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:39:32.951000Z,"Antonelli, 16.7."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:40:50.328000Z,Plan B. We have completed 29 laps now.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:40:52.098000Z,29 laps now. Antonelli.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:40:53.314000Z,"Antonelli, 17-0."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:42:07.149000Z,"Antonelli, 16."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:42:08.024000Z,Antonelli 69. You're still faster than Lewis on his second lap on hard.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:44:07.512000Z,Now a 16.5. You did a 17.3 after two laps.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:44:09.410000Z,15.3 after two laps of warm-up.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:44:42.904000Z,"Antonelli, 16.8."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:44:46.040000Z,Now Pierre will take a look out.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:46:17.474000Z,I cannot see the numbers.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:47:17.976000Z,I don't want to finish too much first time.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:47:25.570000Z,"Guys, there's no fucking numbers."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:47:28.578000Z,Fucking love those laps. Thank you.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:47:29.752000Z,Thank you. Thank you.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:01.304000Z,And Box Charles Box will be for hard.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:04.440000Z,I'm removing four clicks.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:12.824000Z,Brake balance minus four.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:26.498000Z,Fox Charles Fox.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:49.496000Z,Outlap normal.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:48:52.888000Z,16-0 is your target.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:49:07.096000Z,The entry and mid minus one.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:49:44.173000Z,"White 5, position 5."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:49:46.264000Z,"White 5, position 5."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:51:35.874000Z,"Hamilton, 17.5."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:52:17.304000Z,"Flashing blue for Colapinto, who has boxed for new HUD."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:53:01.528000Z,"Hamilton, 17.4, you did a 16.8."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:53:33.912000Z,What the hell?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:53:35.362000Z,Blue flags on us.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:53:37.666000Z,Still flashing blues. We need to get closer.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:54:08.408000Z,And you can use mode one for one lap to get.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:54:10.434000Z,One for one lap to get closer. Mode 1.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:55:02.978000Z,Back to mode race when you can.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:55:25.976000Z,"Hamilton, 17.7."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:55:29.560000Z,What's going on with Lewis? Is it Tidex?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:56:06.338000Z,"So it was these back, because the."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:56:07.512000Z,It was these backers that slowed him down and...
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:56:43.224000Z,Solid blues again.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:58:01.474000Z,"Hamilton, 17-1."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:59:18.424000Z,35 laps to go.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:59:19.938000Z,Two laps to go. Hamilton 17-3.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:59:31.928000Z,"OK, very early, but close enough."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T13:59:38.989000Z,"Yes, keep doing this, please."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:00:34.989000Z,"Hamilton, 17-2."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:01:51.320000Z,Hamilton 16.8
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:03:07.288000Z,"Lewis, 16-7."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:03:16.845000Z,Focus mid to exit turn 8.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:03:18.594000Z,Turn 8. Primary place.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:04:23.810000Z,"Hamilton, 69."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:05:41.528000Z,"Hamilton, 17-2."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:06:56.386000Z,"Hamilton, 17.2."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:08:13.144000Z,Mode 1.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:08:14.210000Z,Strat mode 1 to get closer.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:08:54.466000Z,Solid blues.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:09:27.682000Z,Mode race and solid blues for Gasly.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:09:37.346000Z,"Hamilton, 16.9."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:09:39.138000Z,Turn nine. Safety car window is open.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:10:44.504000Z,Solid blues for Paris.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:12:01.282000Z,"Hamilton, 16.7."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:13:17.272000Z,"Hamilton, 16.7."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:15:28.130000Z,You have a good run Fernando.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:15:51.618000Z,Copy that. Hamilton 16-6.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:15:59.960000Z,"Give me the gap, please."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:17:06.477000Z,Checked by Precious.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:17:16.760000Z,"For now, tyre pressures are fine."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:17:47.224000Z,Solid blues.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:19:05.752000Z,How many laps left?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:19:08.056000Z,Will be 19 when you cross.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:19:09.229000Z,B19 when you cross the line.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:19:16.994000Z,Brake balance plus one.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:19:39.266000Z,Gap to Hamilton 3.0. Needed a 16.3.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:20:33.304000Z,And mode safety car.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:00.354000Z,"Do not catch the safety car later, Charles, so we want to wait."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:05.346000Z,"What do I do? Box, box, box."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:08.909000Z,We need to wait.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:15.032000Z,But why the hell are we pitching?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:17.314000Z,Why aren't we staying out?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:53.730000Z,"I don't even know where I am, do you think?"
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:56.184000Z,I have understeer at that point.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:21:58.680000Z,"I know we need to become better, but for fuck's sake."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:22:02.072000Z,Why are you not letting me out?
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:22:07.234000Z,"I don't even understand your explanation, Firas."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:28:15.618000Z,The safety gun is to push now.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:28:46.168000Z,"And then Russell, E5 with Nussant."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:28:50.584000Z,"Ah, it's a huge advantage for them. Oh, yeah."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:28:53.208000Z,We are behind the safety car and he's so slow.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:28:59.757000Z,That's new. We should have bought that lap.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:29:05.496000Z,"No, Charles. No, we can't."
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:29:13.304000Z,OK.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:31:13.111000Z,I'm not going to take the fucking blame.
2026 Monaco Grand Prix,Race,Charles Leclerc,2026-06-07T14:31:17.591000Z,"Brake, brake. I, I put..."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:31.704000Z,"Oh, you're sick."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:35.501000Z,That's a bit crackly.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:36.205000Z,That's a bit crackly.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:41.816000Z,"Still, just try to..."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:42.968000Z,I'll just try to maybe adjust your mic a little bit.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:51.736000Z,"1-2, 1-2."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:52:53.336000Z,"Yeah, that's a bit better. Might just be the reception on the grid as well."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:13.954000Z,"So yeah, as of now, suddenly."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:14.786000Z,"As of now, Sunday."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:15.490000Z,Bortoleto.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:16.344000Z,"Bortoleto, we won't stop the race."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:17.090000Z,We won't start the race.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:54:29.037000Z,"Apart from the pitlane, but not in front of us."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:55:10.872000Z,Five minutes.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:55:38.477000Z,"Okay, so everybody's on a new medium, except..."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:55:42.296000Z,"Had a lack on the new soft, but..."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:55:44.109000Z,"Good, pyro's in. Watch us."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:57:12.173000Z,Three minutes.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:59:09.336000Z,Ten minutes. We'll try and get 15 minutes up.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:59:23.864000Z,"For Iris, let's start."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T12:59:39.074000Z,50 seconds.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:00:01.176000Z,Ten seconds.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:00:13.954000Z,Green light.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:01:44.984000Z,Very safe. I'm stuck.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:02:17.112000Z,Very good on the circuit.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:02:24.258000Z,Starting from pitlane also on the soft.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:02:58.050000Z,Wrong spot.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:03:07.544000Z,Last car on the grid.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:04:44.056000Z,Just to keep the position.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:04:46.680000Z,"Copy, might race, might race."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:05:39.373000Z,"Okay, we're looking at Paris."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:06:06.765000Z,Mode 81. 81.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:06:18.264000Z,"P16, Olli Pettit, front wing change."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:07:02.018000Z,Leaders are pushing.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:07:40.418000Z,I hope they know it's changing the whole fucking race doing that.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:07:43.810000Z,"Doing that, what he did."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:07:47.522000Z,"Yes, I agree. We're working on it."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:08:21.976000Z,"For an undercut, staying out."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:09:41.080000Z,"Everyone up to P4, still in our pit window."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:10:18.157000Z,Seventy-three laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:11:22.370000Z,He's obviously quite slow ahead.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:11:36.194000Z,"Yeah, it looks like Sainz is holding up the pack, he's four cars behind."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:11:39.053000Z,There's four cars in front of you.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:12:57.133000Z,Lawson in pre-air is doing 19.0.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:13:08.312000Z,"Yeah, it's not much better, is it?"
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:14:17.304000Z,"Not much we can do, so just keep driving."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:14:18.114000Z,"So just keep driving, stay close to Lindblad."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:14:28.034000Z,And Pera's got a drive-through.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:13.154000Z,"T4, mode T4."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:28.152000Z,Box this lap. Box this lap.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:35.042000Z,I think we're going on the hard and reducing.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:40.056000Z,Gear down by the adjust. Yep.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:50.658000Z,So I'm not racing.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:51.426000Z,Run mode race and crushing out lap.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:15:58.168000Z,"Turn one, so it might be pit exit."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:16:05.442000Z,That's everything you have now.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:17:17.506000Z,"Just need to keep pushing, close the gap to Limblad again."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:18:33.538000Z,"We'll be close on exit with Hulkenberg next lap, so."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:18:35.906000Z,"Last lap, so push as much as you can."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:19:50.936000Z,"OK, Hulkenberg will be ahead. Keep pushing."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:20:33.090000Z,Hulkenberg on new hards ahead with undercarriage.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:20:35.416000Z,We've undercut two cars already.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:21:08.760000Z,Sixty-five laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:22:25.368000Z,That's three cars in our pit window.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:22:26.648000Z,Three cars in our pit window.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:22:27.266000Z,Now pit window. Sixty four laps.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:22:37.784000Z,The stairway is getting super heavy.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:22:39.960000Z,Copy. Copy.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:23:53.752000Z,"Yeah, sorry about the steering."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:24:26.690000Z,P10 in our pit window.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:25:02.424000Z,Sixty-two laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:26:19.714000Z,The steering's not great.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:26:20.504000Z,Great. Losses to Nica are 3-5.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:26:22.402000Z,3-5-12.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:26:31.064000Z,"All right, my best. I'm really struggling, guys."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:27:36.194000Z,That's P10 in our pit window. Race leader Antonelli 10 behind.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:28:56.173000Z,Fifty-eight laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:30:12.226000Z,And that's P9 in our pit window.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:31:32.481000Z,"A9, position nine."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:32:49.623000Z,Fifty-five laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:34:06.743000Z,"Okay, so we expect Antonelli to catch us in three laps."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:34:15.703000Z,Hamilton is nine seconds behind him.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:34:48.961000Z,"Mid five, mid five."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:35:23.479000Z,Fifty three laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:35:26.380000Z,To be as efficient with blue flags as possible.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:37:03.639000Z,Blue for Antonelli.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:38:02.455000Z,Nice one.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:38:03.905000Z,That's 51 laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:38:13.100000Z,Suggestion white button for turn three.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:39:21.303000Z,"So P2, Hamilton, 9B."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:39:22.647000Z,"Lewis Hamilton, nine behind."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:39:24.183000Z,Paces 18-0.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:39:30.775000Z,Hamilton boxed.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:40:02.668000Z,Suggestion EB8.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:41:59.448000Z,"So P2, Leclerc, A2."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:42:00.536000Z,"Parc, 8 behind."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:42:01.986000Z,Doing 17.3.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:43:17.400000Z,I think we're getting close to P10.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:43:18.104000Z,"Getting close to P10 in the safety car window as well, so keep pushing."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:43:59.298000Z,"OK, so Oli retired due to brake time."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:44:01.858000Z,"Brake temp, no issue for us."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:44:58.093000Z,B-Bal offset plus one hundred.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:45:54.200000Z,People are struggling with tyres ahead now.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:45:56.546000Z,"Two hours ahead now, 45 laps to go."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:46:04.610000Z,"Currently on for P2. Yeah, we are as well."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:47:16.589000Z,"Catch up, so just keep going."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:10.477000Z,Suggestion I-B9.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:23.298000Z,Is it Gasly ahead?
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:27.416000Z,That's Colapinto.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:34.840000Z,Let's pull himself a number.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:36.098000Z,"No, hasn't stopped."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:42.648000Z,"We think Sainz, four cars in front of you, is trying to back you up now."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:48:57.218000Z,Did Albon box already?
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:49:00.205000Z,"No, unfortunately not."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:49:18.082000Z,12 seconds gap for Albon.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:49:57.677000Z,But still to play for.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:50:37.762000Z,Mode AB1. AB1.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:50:38.552000Z,"A, B1. A, B1."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:51:26.232000Z,"Into Hamilton now, six seconds behind."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:52:00.642000Z,Let me know if the brake temps are not OK.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:52:04.269000Z,I'll save one out.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:52:37.570000Z,Forty laps to go.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:53:16.632000Z,"Hopefully for Hamilton, as efficient as possible."
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:54:44.632000Z,Colapinto for position 5.
2026 Monaco Grand Prix,Race,Esteban Ocon,2026-06-07T13:54:46.552000Z,Five behind on new hards.
